trade_id,BioGuideID,Name,Party,Chamber,Ticker,trade_date,Transaction,Trade_Size_USD,sector,anomaly_if,anomaly_svm,anomaly_lof_contextual,anomaly_collective,anomaly_vote_count,anomaly_consensus_2,anomaly_score_ensemble,car_ff3_30d,car_ff3_60d,car_ff3_90d
68469,A000372,Richard W. Allen,R,House,SSB,2019-02-07,Sale,"$15,001 - $50,000",Financial Services,0,1,0,0,1,0,0.3212601814993402,0.04215161619590575,0.13217344528164565,0.18827687825732892
66105,A000372,Richard W. Allen,R,House,CAE,2019-04-09,Purchase,"$1,001 - $15,000",Industrials,0,1,0,0,1,0,0.4125955226191865,0.12607602669689588,0.2066763157752769,0.1453637653557132
66123,A000372,Richard W. Allen,R,House,FDX,2019-04-09,Sale,"$1,001 - $15,000",Industrials,0,0,0,0,0,0,0.25531134805500866,-0.1259243853180436,-0.17524722771249918,-0.13397429738016176
66032,A000372,Richard W. Allen,R,House,CCL,2019-04-11,Sale,"$1,001 - $15,000",Consumer Cyclical,0,0,0,0,0,0,0.12390791795119689,0.0174599990200541,-0.15888458248803503,-0.13726477376191001
65033,A000372,Richard W. Allen,R,House,DOV,2019-05-15,Purchase,"$15,001 - $50,000",Industrials,0,0,0,0,0,0,0.21619236296092095,0.026177458454382154,-0.040493909852121104,0.02629134988335246
64994,A000372,Richard W. Allen,R,House,MMM,2019-05-17,Sale,"$1,001 - $15,000",Industrials,0,0,0,1,1,0,0.22923496248253508,0.006989791594847229,-0.02378047235863487,-0.05033085551266095
64935,A000372,Richard W. Allen,R,House,SSB,2019-05-22,Sale,"$15,001 - $50,000",Financial Services,0,1,0,0,1,0,0.29510378781937213,0.061386440367696714,0.17858130868087174,0.12179612310763027
64000,A000372,Richard W. Allen,R,House,KMB,2019-06-07,Purchase,"$1,001 - $15,000",Consumer Defensive,1,0,0,0,1,0,0.2749293482216305,-0.03198183557543617,0.0034265942356661167,-0.018034361566744372
63878,A000372,Richard W. Allen,R,House,MMM,2019-06-19,Purchase,"$15,001 - $50,000",Industrials,0,0,0,0,0,0,0.21911415878844168,-0.0033048372338256656,-0.04664258142098856,-0.05867206122454306
63883,A000372,Richard W. Allen,R,House,BBT,2019-06-19,Sale,"$15,001 - $50,000",Financial Services,0,1,0,0,1,0,0.3762970988572916,0.03216815285540225,0.008807708946109577,0.007167121146652675
61914,A000372,Richard W. Allen,R,House,MMM,2019-08-22,Purchase,"$15,001 - $50,000",Industrials,1,0,0,0,1,0,0.30699839827364805,-0.05943332334366595,-0.04633922739273748,-0.018620526054800024
61924,A000372,Richard W. Allen,R,House,WMT,2019-08-22,Purchase,"$15,001 - $50,000",Consumer Defensive,1,0,0,0,1,0,0.21922470480253559,0.03628649263655486,0.007917823473692416,-0.022830983187695775
61929,A000372,Richard W. Allen,R,House,MAR,2019-08-22,Purchase,"$15,001 - $50,000",Consumer Cyclical,0,0,0,0,0,0,0.1776238920489625,-0.059098421260239,-0.02399237099521534,0.05599880423547214
61893,A000372,Richard W. Allen,R,House,MSFT,2019-08-27,Purchase,"$15,001 - $50,000",Technology,0,0,0,1,1,0,0.2667847198621496,0.01694915338530971,0.031184391377550774,0.039557444291894256
61881,A000372,Richard W. Allen,R,House,PAYX,2019-08-27,Purchase,"$15,001 - $50,000",Technology,0,0,0,0,0,0,0.17740916561039788,0.013634796527670329,-0.027272115946544953,-0.06161298059024606
61863,A000372,Richard W. Allen,R,House,ACN,2019-08-28,Purchase,"$15,001 - $50,000",Technology,0,0,0,0,0,0,0.14072113977142456,-0.0863552839484536,-0.05997037339012712,-0.07168513492462603
61843,A000372,Richard W. Allen,R,House,AMGN,2019-08-29,Purchase,"$15,001 - $50,000",Healthcare,0,0,0,0,0,0,0.16699881269254419,-0.036952700003762426,0.07901813169798746,0.06545059900124892
61826,A000372,Richard W. Allen,R,House,INTU,2019-08-29,Purchase,"$50,001 - $100,000",Technology,0,0,0,0,0,0,0.33607654394144076,-0.03436151519790985,-0.1530330796266692,-0.16064116552395313
