trade_id,BioGuideID,Name,Ticker,trade_date,Transaction,anomaly_political_if,anomaly_political_svm,anomaly_political_lof,anomaly_political_consensus,score_political_if
61735,A000372,Richard W. Allen,SHW,2019-09-10,Purchase,1,1,1,1,0.5844900532689489
61715,A000372,Richard W. Allen,SSB,2019-09-10,Sale,0,0,0,0,0.4729882452214743
61475,A000372,Richard W. Allen,SSB,2019-09-12,Sale,0,0,0,0,0.4718041650232483
61471,A000372,Richard W. Allen,ABT,2019-09-13,Purchase,0,0,1,0,0.5291772687721287
61337,A000372,Richard W. Allen,DOV,2019-09-17,Purchase,0,0,0,0,0.4785221226446989
61266,A000372,Richard W. Allen,BLK,2019-09-24,Purchase,0,1,0,0,0.5415174957382608
61189,A000372,Richard W. Allen,ABT,2019-09-27,Purchase,0,0,0,0,0.504221472296621
61196,A000372,Richard W. Allen,ACN,2019-09-27,Purchase,0,0,0,0,0.49939903297446253
61193,A000372,Richard W. Allen,AMGN,2019-09-27,Purchase,0,0,0,0,0.4970123617050009
61192,A000372,Richard W. Allen,DIS,2019-09-27,Purchase,1,1,0,1,0.5715100197266939
61119,A000372,Richard W. Allen,JNJ,2019-10-02,Purchase,0,1,0,0,0.5593160063126797
60742,A000372,Richard W. Allen,MAR,2019-10-17,Sale,0,0,0,0,0.5167363247253774
60734,A000372,Richard W. Allen,ACN,2019-10-17,Sale,1,1,0,1,0.6467143889460061
60747,A000372,Richard W. Allen,INTU,2019-10-17,Sale,0,1,0,0,0.4999439225779371
60389,A000372,Richard W. Allen,CAE,2019-10-31,Sale,0,1,0,0,0.4962903363127436
58824,A000372,Richard W. Allen,GOOGL,2019-12-27,Purchase,1,0,0,0,0.602699046773271
58830,A000372,Richard W. Allen,SBUX,2019-12-27,Purchase,0,1,0,0,0.5638954988981785
56683,A000372,Richard W. Allen,WMT,2020-02-20,Purchase,1,1,0,1,0.6163606973885598
56560,A000372,Richard W. Allen,PSX,2020-02-21,Purchase,0,0,0,0,0.5559827075491847
56515,A000372,Richard W. Allen,SSB,2020-02-21,Sale,0,1,0,0,0.4871250614525012
56189,A000372,Richard W. Allen,GOOGL,2020-02-28,Purchase,1,0,0,0,0.5707746391719296
56167,A000372,Richard W. Allen,INTU,2020-02-28,Purchase,1,1,0,1,0.6065068112569075
56140,A000372,Richard W. Allen,SBUX,2020-02-28,Purchase,0,1,0,0,0.5192817473533426
55369,A000372,Richard W. Allen,SSB,2020-03-16,Sale,0,1,0,0,0.5065965849042853
52833,A000372,Richard W. Allen,TFC,2020-04-15,Sale,0,0,0,0,0.558774512727222
52848,A000372,Richard W. Allen,PAYX,2020-04-15,Sale,0,0,0,0,0.4872349806994433
52819,A000372,Richard W. Allen,SSB,2020-04-15,Sale,0,1,0,0,0.5262132654916751
52851,A000372,Richard W. Allen,PSX,2020-04-15,Sale,0,1,0,0,0.5529773911341411
52845,A000372,Richard W. Allen,DIS,2020-04-15,Sale,1,1,0,1,0.6123575757804065
52675,A000372,Richard W. Allen,PG,2020-04-17,Purchase,1,0,0,0,0.6101864151553955
52672,A000372,Richard W. Allen,NEE,2020-04-17,Purchase,0,0,0,0,0.5172271712489708
52101,A000372,Richard W. Allen,ABBV,2020-05-12,Purchase,0,1,0,0,0.5141277420608023
51985,A000372,Richard W. Allen,HD,2020-05-14,Purchase,1,0,0,0,0.6167060808588951
51989,A000372,Richard W. Allen,DOV,2020-05-14,Sale,0,0,0,0,0.5102778650632666
51984,A000372,Richard W. Allen,MMM,2020-05-14,Sale,0,0,0,0,0.5163104306183369
51980,A000372,Richard W. Allen,MAR,2020-05-14,Purchase,0,0,0,0,0.4799227612696929
51982,A000372,Richard W. Allen,DOV,2020-05-14,Sale,0,0,0,0,0.5096384127695541
51977,A000372,Richard W. Allen,MMM,2020-05-14,Sale,0,0,0,0,0.517538672580664
51974,A000372,Richard W. Allen,HD,2020-05-14,Purchase,1,0,0,0,0.6346723937860973
51040,A000372,Richard W. Allen,DOV,2020-06-15,Purchase,0,1,0,0,0.5156893923009068
51024,A000372,Richard W. Allen,DOV,2020-06-16,Purchase,0,0,0,0,0.47200998259205373
50692,A000372,Richard W. Allen,SBUX,2020-07-02,Sale,0,1,0,0,0.46011296539116664
50695,A000372,Richard W. Allen,CB,2020-07-02,Purchase,0,0,0,0,0.4919181867735897
50703,A000372,Richard W. Allen,MRK,2020-07-02,Purchase,0,0,0,0,0.42010058505645975
48907,A000372,Richard W. Allen,NEE,2020-09-25,Purchase,0,0,0,0,0.4969015379850654
47706,A000372,Richard W. Allen,ABBV,2020-11-16,Purchase,1,1,0,1,0.6412439487928451
47668,A000372,Richard W. Allen,CB,2020-11-16,Purchase,0,1,0,0,0.5316767263090951
47676,A000372,Richard W. Allen,SSB,2020-11-16,Sale,0,0,0,0,0.4695075837454341
47682,A000372,Richard W. Allen,SBUX,2020-11-16,Purchase,0,1,0,0,0.48178733263795714
47026,A000372,Richard W. Allen,D,2020-12-15,Sale,0,1,0,0,0.5382633909782746
47031,A000372,Richard W. Allen,D,2020-12-15,Sale,0,0,0,0,0.561012590402522
46444,A000372,Richard W. Allen,SSB,2021-01-13,Sale,0,1,0,0,0.5262780008864029
46143,A000372,Richard W. Allen,DIS,2021-01-25,Purchase,0,0,0,0,0.4683789642462107
46155,A000372,Richard W. Allen,TMO,2021-01-25,Purchase,0,0,0,0,0.479682458273189
46150,A000372,Richard W. Allen,KMB,2021-01-25,Sale,0,1,0,0,0.5055867357991066
46158,A000372,Richard W. Allen,KMB,2021-01-25,Sale,0,0,0,0,0.502799291703219
46161,A000372,Richard W. Allen,PYPL,2021-01-25,Purchase,1,1,0,1,0.6125979635718364
46160,A000372,Richard W. Allen,CHD,2021-01-25,Purchase,0,1,0,0,0.5327431573469122
46127,A000372,Richard W. Allen,VZ,2021-01-26,Sale,0,0,0,0,0.48034814562567074
45822,A000372,Richard W. Allen,SSB,2021-02-10,Sale,0,0,0,0,0.4149971785456645
45823,A000372,Richard W. Allen,PYPL,2021-02-10,Purchase,0,0,0,0,0.399910141976046
45824,A000372,Richard W. Allen,VZ,2021-02-10,Sale,0,0,0,0,0.3741496614904574
45829,A000372,Richard W. Allen,FCX,2021-02-10,Purchase,0,0,0,0,0.48599583013205394
45831,A000372,Richard W. Allen,DE,2021-02-10,Purchase,0,0,0,0,0.40366280747651107
45827,A000372,Richard W. Allen,ALB,2021-02-10,Purchase,0,0,1,0,0.4416767004871612
45431,A000372,Richard W. Allen,SSB,2021-02-18,Sale,0,0,0,0,0.38893029167338317
45209,A000372,Richard W. Allen,DE,2021-02-26,Purchase,0,0,0,0,0.4188727082070615
45185,A000372,Richard W. Allen,FCX,2021-02-26,Purchase,0,0,0,0,0.44887010130298827
45202,A000372,Richard W. Allen,SBUX,2021-02-26,Purchase,0,0,0,0,0.42355262064694127
44954,A000372,Richard W. Allen,TMO,2021-03-10,Purchase,0,0,0,0,0.37073350686844786
44945,A000372,Richard W. Allen,CHD,2021-03-10,Sale,0,0,1,0,0.419108061590043
44944,A000372,Richard W. Allen,MRK,2021-03-10,Sale,0,0,0,0,0.4105954887907193
44941,A000372,Richard W. Allen,NEE,2021-03-10,Purchase,0,0,0,0,0.44131929451801777
44964,A000372,Richard W. Allen,DIS,2021-03-10,Purchase,0,0,0,0,0.3848430689361111
44289,A000372,Richard W. Allen,TMO,2021-04-12,Sale,0,1,0,0,0.4163049604362571
43925,A000372,Richard W. Allen,JNJ,2021-05-04,Purchase,0,1,0,0,0.5127063020032143
43932,A000372,Richard W. Allen,ALB,2021-05-04,Purchase,0,0,1,0,0.42468427898972266
43729,A000372,Richard W. Allen,SSB,2021-05-13,Sale,0,0,0,0,0.3738779706407063
43715,A000372,Richard W. Allen,ACN,2021-05-13,Purchase,0,0,0,0,0.47008104968151204
43199,A000372,Richard W. Allen,SSB,2021-06-09,Sale,0,1,0,0,0.5102095333577336
43124,A000372,Richard W. Allen,DOV,2021-06-15,Purchase,0,1,0,0,0.4511635113912552
42587,A000372,Richard W. Allen,PFE,2021-07-15,Purchase,0,0,0,0,0.4919333795787593
42592,A000372,Richard W. Allen,PYPL,2021-07-15,Purchase,0,1,0,0,0.508699219499007
41481,A000372,Richard W. Allen,SSB,2021-09-28,Sale,1,1,1,1,0.5882540452810834
41307,A000372,Richard W. Allen,FCX,2021-10-04,Sale,0,0,0,0,0.42985067874270494
41229,A000372,Richard W. Allen,FCX,2021-10-07,Sale,0,0,0,0,0.5055620930268996
41041,A000372,Richard W. Allen,PYPL,2021-10-22,Sale,0,0,0,0,0.5522642145776903
41019,A000372,Richard W. Allen,PYPL,2021-10-22,Sale,1,1,0,1,0.6331692560916581
39143,A000372,Richard W. Allen,SSB,2022-01-13,Sale,0,0,0,0,0.48389091091415126
39136,A000372,Richard W. Allen,WM,2022-01-13,Purchase,1,1,0,1,0.5681675708500726
38970,A000372,Richard W. Allen,SSB,2022-01-18,Sale,0,1,0,0,0.496247189444941
38660,A000372,Richard W. Allen,DIS,2022-01-25,Sale,0,1,0,0,0.4237182223734244
38663,A000372,Richard W. Allen,PSDTX,2022-01-25,Sale,0,0,0,0,0.4281570908514651
38666,A000372,Richard W. Allen,SBUX,2022-01-25,Sale,0,0,0,0,0.4120648349616069
38205,A000372,Richard W. Allen,SSB,2022-02-09,Sale,0,1,0,0,0.5118506868662772
38170,A000372,Richard W. Allen,DIS,2022-02-10,Sale,0,0,0,0,0.4703649856051469
37935,A000372,Richard W. Allen,SSB,2022-02-16,Sale,0,1,0,0,0.49845765322387836
37329,A000372,Richard W. Allen,TMO,2022-03-10,Purchase,1,1,0,1,0.5671430661249893
37292,A000372,Richard W. Allen,DIS,2022-03-14,Purchase,0,0,0,0,0.47772672553818707
36858,A000372,Richard W. Allen,SSB,2022-04-04,Sale,0,1,0,0,0.503715513425907
35903,A000372,Richard W. Allen,SSB,2022-05-05,Sale,0,1,0,0,0.5231344774144092
32785,A000372,Richard W. Allen,DIS,2022-08-15,Sale,0,0,0,0,0.4628132450526243
32737,A000372,Richard W. Allen,AMGN,2022-08-18,Purchase,0,0,0,0,0.4638260575697402
32732,A000372,Richard W. Allen,CB,2022-08-18,Purchase,0,0,0,0,0.46800907475569453
29233,A000372,Richard W. Allen,SSB,2023-01-13,Sale,0,1,0,0,0.5303830676145925
27869,A000372,Richard W. Allen,SSB,2023-03-09,Sale,0,1,1,1,0.5157245809199177
27709,A000372,Richard W. Allen,PFE,2023-03-14,Sale,0,0,0,0,0.5138123906298443
27762,A000372,Richard W. Allen,ACN,2023-03-14,Sale,0,1,0,0,0.5069599585111874
27442,A000372,Richard W. Allen,SSB,2023-03-27,Sale,0,1,0,0,0.4803552943375476
20342,A000372,Richard W. Allen,SCHW,2023-12-14,Purchase,0,1,0,0,0.5360386682471631
20227,A000372,Richard W. Allen,ALB,2023-12-21,Sale,0,0,1,0,0.4609299304146229
20225,A000372,Richard W. Allen,ALB,2023-12-21,Sale,0,1,0,0,0.4762743325379465
20229,A000372,Richard W. Allen,NEE,2023-12-21,Sale,0,0,0,0,0.4696518753082312
19729,A000372,Richard W. Allen,BLK,2024-01-17,Sale,0,1,0,0,0.42088521550808233
18288,A000372,Richard W. Allen,AMP,2024-04-09,Purchase,0,0,0,0,0.4195424126080537
17477,A000372,Richard W. Allen,CTAS,2024-05-20,Purchase,0,1,0,0,0.4564771317786706
17482,A000372,Richard W. Allen,SBUX,2024-05-20,Sale,0,0,0,0,0.37217828526068997
16897,A000372,Richard W. Allen,JNJ,2024-06-13,Sale,0,0,0,0,0.41278270475641304
16107,A000372,Richard W. Allen,AZO,2024-07-16,Purchase,0,1,0,0,0.4528449897563988
16112,A000372,Richard W. Allen,JNJ,2024-07-16,Sale,0,0,0,0,0.3695686504375095
15340,A000372,Richard W. Allen,DE,2024-08-14,Sale,0,1,0,0,0.4245555692517168
14846,A000372,Richard W. Allen,SCHW,2024-09-12,Sale,0,0,0,0,0.4217778981684698
13186,A000372,Richard W. Allen,ROL,2024-12-12,Purchase,0,0,0,0,0.47015548779842714
12588,A000372,Richard W. Allen,AZO,2025-01-17,Purchase,0,1,0,0,0.4726215671752394
8730,A000372,Richard W. Allen,TMO,2025-04-11,Sale,1,1,0,1,0.6453126745033728
7323,A000372,Richard W. Allen,NFLX,2025-05-16,Purchase,1,1,0,1,0.5832930828804864
7325,A000372,Richard W. Allen,TMO,2025-05-16,Sale,0,0,0,0,0.5607984066667763
6272,A000372,Richard W. Allen,INTU,2025-06-20,Purchase,1,1,0,1,0.5924729563012027
5455,A000372,Richard W. Allen,SCHW,2025-07-10,Purchase,0,1,0,0,0.5256774956082088
3841,A000372,Richard W. Allen,ACN,2025-08-19,Sale,0,1,0,0,0.49898219212199335
3853,A000372,Richard W. Allen,ATO,2025-08-19,Purchase,0,0,0,0,0.39999672108157747
2996,A000372,Richard W. Allen,ACN,2025-09-12,Sale,0,1,0,0,0.49680077956942703
